shop_name,shop_address,location
小小河边鱼(花生唐店),花生唐3栋128号,"118.666930122,31.9144002144"
沙拉拉轻食(南站店),绿地之窗D5-3楼326室,"118.796569511,31.973807634"
鼎尚丰秘制焖锅(紫荆广场店),紫荆花路紫荆广场负一楼,"118.800620978,31.998112511"
麦当劳(京沪高铁南京南站店),京沪高铁南京南站DD-1号,"118.804344185,31.976836829"
嘿糖鲜奶茶饮(雨花客厅店),安德门大街5号雨花客厅2F-12,"113.020200715,28.1464443621"
鼎尚丰秘制焖锅(楚翘城店),安德门大街57号,"118.77107544,31.9768521437"
Mr Calorie 大卡先生沙拉轻食,软件大道109号雨花客厅写字楼3-103,"118.770724023,31.9833965308"
周黑鸭(火车南站店),铁路南京南站到达层7号花车,"118.141467196,24.5404972361"
小鹊悦,软件大道109号8幢2层13号,"119.27758786,26.1190882706"
G9分子冰淇淋(雨花客厅店),安德门大街45号8号楼2F,"118.770262867,31.9834602722"
石榴姐火锅米线(虹悦城店),应天大街619号虹悦城B1层,"118.772547855,32.0151614877"
雍福苑(花神湖店),玉兰路8号,"116.051005727,39.1403654755"
HEYDOG嘿热狗(虹悦城店),应天大街619号虹悦城负1楼中心舞台旁,"118.772547855,32.0151614877"
巧盒(花生唐店),新湖大道8号金地自在城第三街区17幢2室,"118.66999505,31.9109910947"
金陵小吃(汤包、鸭血粉丝),绿都大道13号2幢105-106室一层,"118.798769061,31.976139803"
创秀·音乐餐吧·清吧,安德门大街57-4号,"118.77107544,31.9768521437"
朱氏龙虾馆,铁心桥街道春熙路49号,"118.765397161,31.9663708469"
鮨缘精致料理,锦绣街5号绿地之窗C-503,"118.796569511,31.973807634"
老灶兴,长虹南路439号,"112.145736967,32.0192385536"
世界茶饮(虹悦城店),虹悦城B1层,"108.963963576,34.2494891045"
Hey Juice茶桔便(雨花客厅店),软件大道109号雨花客厅4栋110室,"118.771757172,31.9839615091"
味千拉面(南京虹悦城店),应天大街619号虹悦城负一楼,"118.772547855,32.0151614877"
一点点(西善桥店),游坊城一楼门面房,"118.726498736,31.9718261026"
一品麻辣香锅(紫荆广场店),雨花东路148号紫荆广场负一楼,"118.800620978,31.998112511"
溱湖酒楼,尤家凹路恒大华府北门,"118.753463846,31.9858249209"
沙拉拉轻食(中华门店),雨花西路100号,"118.778938948,32.0111029354"
大舅锅串串香,板桥新城金地自在城4期6栋107号,"117.814051113,39.4927235143"
宜芝多(丰盛店),软件大道119号丰盛商汇内,"118.769958936,31.9823207059"
芙蓉汇酒店,郁金香路19号,"118.782899638,31.987788633"
锅巷火锅(花生唐店),新湖大道花样年·花生唐3楼,"118.667114746,31.9130022375"
星巴克(南京紫荆广场店),雨花区雨花东路158号217，220-222铺位,"113.020200715,28.1464443621"
京茶山手作茶物(铁心桥店),铁心桥江泉路21-16号,"118.756229095,31.970003906"
源香潮汕粥(虹悦后街店),长虹路415号4幢101室,"118.770580114,32.0140759742"
Hello Kitty手作茶坊(雨花客厅店),软件大道109号雨花客厅B1F-28,"118.770724023,31.9833965308"
芒可(虹悦城店),应天大街619号虹悦城4层,"118.772547855,32.0151614877"
KK焙可芮烘焙工作室,雨花东路158号紫荆广场B座916室,"118.800368482,31.99841613"
麦当劳(虹悦城店),长虹路222号虹悦城1楼,"118.772547855,32.0151614877"
徐建萍汤包,雨花新村五村1栋,"118.778790088,32.0005401329"
麻辣煮题(麻辣生活新主张),紫荆花东路1号紫荆广场负一层,"118.800620978,31.998112511"
一樽牛排(花生唐店),新湖大道8号,"110.393843402,21.1803319204"
张无忌火锅米线(紫荆广场店),雨花东路158号紫荆广场负1层115号,"118.800620978,31.998112511"
番茄妹米线(虹悦城店),应天大街619号虹悦城B1层,"118.772547855,32.0151614877"
又卷烧饼,虹悦城负一楼,"108.963963576,34.2494891045"
1點點(江泉路店),江泉路3-7号,"118.756355252,31.9659216933"
彤德莱火锅(雨花台店),雨花西路107号,"118.776459885,32.0070459402"
CoCo都可(紫荆广场店),雨花东路158号紫荆广场负一楼114商铺,"118.800620978,31.998112511"
肯德基(南京虹悦城店),应天大街619号德盈广场负一层,"118.77125591,32.0135291151"
朱记传家菜,雨花东路47号,"118.793311197,32.0038640269"
echo’s私家烘焙,恒大华府15幢169-51,"114.474455697,38.0264885296"
COSTA COFFEE(南京虹悦城店),雨花区应天大街619号虹悦城B1-W10,"113.020200715,28.1464443621"
任记北京烤鸭店,郁金香路3号,"118.803292391,31.9955023055"
肯德基(南京双龙DT店),宁溧公路288号麦德龙超旁,"118.810640139,31.9855419024"
忆辣时光骨汤麻辣烫(虹悦城店),长虹路415号苏尧虹悦后街二楼,"118.770512179,32.0142994602"
果燃掂(虹悦城店),应天大街619号虹悦城4层,"118.772547855,32.0151614877"
桃小厨足球烤吧,新湖大道花生唐3幢125,"110.393873816,21.1802879999"
倍有面(雨花客厅店),铁心桥街道软件大道109号4幢107室,"118.771559429,31.9841486168"
明厨,小行路33-6号,"118.757493758,31.9927185508"
50岚(南京南站),南京雨花台区南京南站负一层A-048号,"118.785952188,32.0119161953"
尊宝比萨(紫荆广场店),雨花东路东路1号,"118.792901338,32.0042277641"
沙拉拉轻食(铁心桥店),宁丹路48-125,"118.761177402,31.951828923"
CAFFE PASCUCCI,安德门大街43号,"118.770272783,31.9840058156"
ZOOCOFFEE(楚翘城店),安德门大街57号楚翘城一楼,"118.771175734,31.976814944"
布利斯面包,安德门大街57号楚翘城1幢109室,"118.770608816,31.9771624573"
老七家湾牛肉锅贴,丁墙路明发商业广场,"118.803368957,31.9822650549"
米四糖五咖啡馆,江泉路21号,"118.756388205,31.9692634839"
木染烘焙工作室,新亭大街66号13-101,"118.65931815,31.9093627917"
蔡氏冷串串(铁心桥店),铁心桥三江学院春园路106号,"118.751753683,31.9648676262"
潘老板炸鸡,江泉路5-7号,"118.756310045,31.9665231983"
米芝莲(虹悦城店),应天大街619号虹悦城B1层W14-14,"118.772547855,32.0151614877"
杨国福麻辣烫(雨花客厅店),雨花客厅4幢102室,"118.771757172,31.9839615091"
鲜道寿司(虹悦城店),雨花区长虹路222号虹悦城四楼电影院旁,"113.020200715,28.1464443621"
柠檬鱼(铁心桥店),铁心桥大道36号,"118.767214164,31.9667139692"
玖约NO.18烘焙馆,虹悦城德盈国际广场2栋1519室,"118.770962532,32.0143361398"
轻养沙拉,赛虹桥街道西营村188号-2,"118.767526662,32.0068521933"
茶野(铁心桥店),铁心桥街道铁心桥大街医院旁门面房18号,"118.767897478,31.968098096"
鸭品记老鸭粉丝汤(铁心桥店),江泉路21-17号,"118.756118357,31.9700109097"
玛格利塔披萨(雨花台区明发店),明发商业广场永辉超市二楼出口处,"117.220865155,31.9230692895"
品纯烘培,龙泉坊16幢118室,"116.656737597,23.6700242503"
果燃掂(雨花客厅店),雨花客厅,"113.020200715,28.1464443621"
又卷烧饼(紫荆广场店),雨花东路158号紫荆广场负一层128号-1商铺,"118.800620978,31.998112511"
笑笑凉皮,铁心桥街道凤翔新城农贸市场内,"118.76397727,31.9770540862"
阿财菜饼店,雨花北路,"118.944141632,32.3316653787"
汉牛仕(雨花客厅店),软件大道109号雨花客厅8幢E-PARK购物中心B1-13a,"118.771655027,31.9822184863"
盱眙於氏龙虾(板桥店),板桥新城花生唐街区,"118.666323473,31.9129011661"
四川酒家,花神大道31号景明佳园创业园底商,"118.783430416,31.9712754956"
你的心跳(楚翘城店),安德门大街57号楚翘城1号楼1层,"118.770992706,31.977122754"
enjoy too,软件大道109号,"119.27758786,26.1190882706"
大陆烧烤,振兴路75号板桥国际关系学院,"118.65847291,31.9288375925"
维利康(梅山一店),国道205板桥街道断山凹21号,"118.639507403,31.9048982163"
金陵人家特色菜馆,丁墙路明发广场1栋,"118.80271418,31.9848251295"
蓝湾咖啡(君悦湖滨店),玉兰路19号格林豪泰三楼,"116.181333897,39.7771706548"
大口牛生鲜牛肉火锅,板桥街道雄风路1号,"118.669910469,31.9290119036"
龙门花甲(三江学院店),江泉路3-6号,"118.756238768,31.9654626948"
蓝湾咖啡(阅城国际店),郁金香路19号,"118.782899638,31.987788633"
鸡鸣汤包(郁金香路店店),郁金香路16号-3,"118.79976267,31.9935331523"
G-coffee绿伴咖啡(锦绣街店),锦绣街5号,"116.527335548,39.7920770412"
九先生哈尔滨水饺(虹悦城后街店),长虹路415号虹悦城后街04栋二楼,"103.382121165,23.3526966518"
折耳猫港式甜品店,玉兰路99号1幢1618室,"118.804147456,31.9826508704"
Regiustea天御皇茶,应天大街619号虹悦城4楼W06号铺电影院旁,"118.772547855,32.0151614877"
喜麻辣雅传奇香锅(楚翘城店),安德门大街楚翘城3幢1楼119号靠近中庭位置,"118.770821388,31.9772557809"
胖哥龙虾烧烤(秦河坊店),秦河坊12栋109号,"118.75744563,31.9690236955"
毕记老南京大碗皮肚面,花神大道11号宏图上水庭院11-17商铺,"118.782275389,31.9838539534"
维利康(花生唐店),新湖大道9号,"110.393843402,21.1803319204"
马大叔与小舅舅香锅冒菜,紫荆广场负一楼,"121.523047723,31.2807606686"
秦老太烧烤,菊花小区农贸市场2楼,"108.180385838,23.7147980154"
nonowater,软件大道119号丰盛商汇6栋107号,"118.768249686,31.9822763342"
唐饼家(南京南站),南京南站到达层,"118.785952188,32.0119161953"
芙蓉树下,卡子门大街99号活力广场1楼,"118.810435325,31.9868285114"
兄弟龙虾馆,西善桥北路62-3号,"118.726252464,31.9674012284"
诺客蛋糕,德盈国际广场2栋708室,"118.770962532,32.0143361398"
飞山蛮干挑粉(乐趴美食城店),软件大道1号口地铁,"119.281403201,26.1181735896"
一樽牛排(楚翘城店),安德门大街57号楚翘城3栋110-113室,"118.770821388,31.9772557809"
