shop_name,shop_address,location
进家门,双高路双湖明珠12号,"118.932891703,31.3498041874"
正新鸡排(南京北漪店),北漪路9号华润苏果出口旁,"118.888719776,31.3332707659"
嘿 安逸,淳溪镇镇北路25号-15农村商业银行斜对面,"113.59781315,23.557248847"
毕生缘酱骨坊,淳溪镇中山大街143号,"118.874492101,31.3257504171"
翠花东北水饺,淳溪镇镇兴路120号-1,"118.878731954,31.3342402061"
兰州拉面,温州商贸城,"111.531541267,36.0822749978"
一迈皇城果品,淳溪镇中山大街209号,"118.872739478,31.3277047509"
绝味鸭脖,高淳县古柏镇茅山路A16号,"118.971899793,31.3363813481"
景浩快餐,淳安东路丹凤雅苑北大门口,"118.886668856,31.3313417381"
大脸鸡排(天河店),淳溪镇镇北路32-1号,"118.871338949,31.3284959908"
招牌酸菜鱼,淳溪镇天河路18号-13,"118.872389031,31.3269119848"
山东佬水果休闲食品超市,高淳古柏菜场西大门,"118.945424396,31.3679290174"
食尚坊,淳溪镇固城湖南路49号17-18,"118.885524054,31.3226450504"
蔡蔡家骨头饭,淳溪镇淳中路10号富克斯流行广场负一层美食区,"118.876320465,31.3293396574"
川江鱼,茅山路兰州牛肉拉面旁,"119.362809888,34.6870041096"
东北烧烤城(古柏店),古柏镇经济开发区茅山路北侧0-10号,"118.934393119,31.3976730486"
湖阳佬土菜馆,淳溪镇天河路6号,"118.872320828,31.3267094924"
谷夫子蟹黄汤包,北岭路281-6号,"118.900246292,31.3396778355"
古早味(台湾现烤手工蛋糕),淳溪镇中山大街166号2幢5号,"118.874119167,31.3278612798"
张秀梅烤肉拌饭(古柏店),古柏镇茅山路桃园雅居A19号,"118.946250285,31.3671240978"
锄禾日当午杂粮饼铺(高淳店),宝塔路23-7号,"118.879316751,31.3286204775"
沙县小吃(石臼湖北路店),石臼湖北路15-1号门面,"118.893744654,31.3375310539"
旺小麻麻辣烫,淳溪镇宝塔路133号-15,"118.890781297,31.330292233"
答案茶,淳溪镇天河路66号,"118.872146745,31.3283569739"
南京兄弟龙虾总店,淳溪镇学山路26-5号,"118.876825281,31.3301744965"
一杯能占卜的茶(富克斯店),淳中路10号富克斯流行广场负一层,"118.876320465,31.3293396574"
一啤马手工啤酒屋(康乐路一店),淳溪镇康乐路88号-25,"118.87522013,31.3367308216"
姐妹龙虾家常菜馆,淳溪镇北漪路8号5区510,"118.887713404,31.3323057566"
张奶奶鱼丸,栗园路1号1幢-6,"115.954140636,39.765986608"
leeacca靓茶,淳溪镇天河路86号01幢107室,"118.872318249,31.3291050995"
江南小粥,淳溪镇宝塔路29-4号,"118.880493251,31.3288646933"
乌茶邦,淳溪镇栗园路13号,"118.877775181,31.3316582861"
独家记忆3d场景涮烤吧,淳溪镇中山大街166号1幢-22号,"118.873395582,31.3275935735"
关中面郎,淳溪镇宝塔路269号红太阳财智广场2幢8119号,"113.233064177,23.2170717598"
研磨时光咖啡馆(小河路店),淳溪镇小河路56号5幢508号,"118.878200169,31.3256255757"
兄弟龙虾烧烤(华天菜场对面店),淳溪镇北漪路11号1幢-2室,"118.889013971,31.3317786582"
蒸新鲜蒸汽海鲜,淳溪镇中山大街178号2幢-1-2,"118.873940161,31.3287101694"
一茶源,镇兴路177号-14,"118.887445601,31.3344944397"
胖大师龙虾,淳溪镇北岭路281号,"118.90057277,31.3397588482"
豆腐王朝(高淳店),淳溪镇淳中路28号-2号,"118.875617541,31.3297737213"
上品鲜海鲜,淳溪镇淳中路48号2幢104室、204室,"118.874629375,31.3312891868"
有茶,淳溪镇丹阳湖北路17号一楼南区9号,"118.902087055,31.3367627458"
龙王虾皇,高淳区宝塔路,"118.895419212,31.3297102268"
老乡鸡(高淳富克斯流行广场店),淳溪镇淳中路10号富克斯流行广场一层,"118.876320465,31.3293396574"
爱咔菲(财智广场店),淳溪镇宝塔路269号红太阳财智广场2幢8203号,"113.233064177,23.2170717598"
迪尼熊英式奶茶行,淳溪镇宝塔路269号红太阳财智广场2幢8114号,"113.233064177,23.2170717598"
徐记潼关肉夹馍,淳溪镇淳中路27-8,"118.875212214,31.3297973856"
茶墅,淳溪镇镇北路27-1号,"118.873989035,31.3296757601"
港式董小姐,高淳区石臼湖北路,"118.893895905,31.3400343494"
啊要辣油大碗皮肚面,淳溪镇石臼湖北路76号碧桂园4幢101室,"118.894249834,31.3469444539"
你好鸭,淳溪镇淳中路10号富克斯流行广场一层,"118.876320465,31.3293396574"
Y家私房定制,淳溪镇镇兴路108号105室,"118.877779762,31.3342863108"
桥头排骨(学山路店),淳溪镇学山路28号-1,"118.876543694,31.3308720465"
劲面锅贴馆(淳中路店),淳溪镇淳中路36号-10,"118.874882772,31.3308213833"
