shop_name,shop_address,location
小童年炸串 五色馄饨,育英村5栋15号101室,"118.764672199,32.034048842"
夜上海(金鹰世界店),应天大街888号金鹰世界8层F822,"118.746944372,32.0290619339"
十二楼海鲜,燕山路81-9号,"118.740875739,32.0362911458"
出云寿司(奥体店),奥体大街199号金马郦城西区4栋118室,"118.722179773,32.0131300212"
潮公子粥道(金鹰世界店),应天大街888号金鹰天地9楼,"118.747053044,32.0301980245"
新杂志咖啡(楠溪江店),楠溪江东街78号仁恒G53街区4幢,"118.738538516,31.9990370171"
万氏小胖子功夫龙虾(乐山路店),乐山路113-1号莱蒙水榭春天商业街区,"114.055707225,32.9929203922"
岚山料理,元通地铁站5号出口金源美食广场,"118.729586172,32.0018314085"
猫咪灰料理(金鹰世界店),应天大街888号金鹰世界LG1楼,"118.746944372,32.0290619339"
悠仙美地(奥体华灯坊店),江东中路236号华灯坊商业街区202-203室,"118.730557749,32.0053670938"
宝记烧烤(文体路总店),文体路6号,"116.292797973,39.8636576671"
金香缘云南过桥米线(金奥中心店),江东中路329号金奥国际购物中心B1层,"118.732363503,32.0047803347"
刀狼烤羊腿,凤凰街13号,"118.76888627,32.0479809753"
乾隆赞(庐山路店),牡丹江街与庐山路交叉口苏果超市负一层,"118.740141951,32.0107387757"
MORITATA莫芮塔塔(金奥店),江东中路329号金奥购物中心负一楼,"113.313550446,23.2770601333"
南京精菜馆(雨花晶丽店),软件大道小行尤家凹08号1楼,"118.75199076,31.991092452"
厚园(奥体店),江东中路339号,"118.731042545,32.0005113488"
巴黎贝甜(华灯坊店),江东中路236号华灯坊1层C-L101号,"118.730557749,32.0053670938"
王记烤鸭舌,江东中路146号,"118.743858328,32.0255728905"
南湖鸭血馄饨,莫愁新村路南湖公园附近,"118.773560513,32.0296392114"
南湖中华面馆(莫愁新村店),莫愁新村小区第三单元,"118.766868909,32.0357801459"
羊乐锅(集庆门店),集庆门大街198号,"118.748084969,32.0342819717"
上海小南国(奥体中心店),奥体大街177号,"118.730154372,32.009882181"
DQ(建邺万达店),江东中路南京建邺万达广场内三楼,"118.743858531,32.0389956613"
前门鸭王,江东中路148号,"118.743507631,32.0246837616"
春燃烧烤海鲜主题餐厅,黄山路130号-2,"118.737961624,32.0023154218"
六朝私家厨房,南湖北圩路17号,"120.844535426,30.7163579212"
熊猫一间店欧式奶茶铺,河西万达广场西地二街区福园街141-8号,"117.236165451,39.0844937396"
两淮一绝(凤凰西街店),凤凰西街龙凤玫瑰园163号,"125.138467004,46.6219049964"
品香鑫龙虾椒麻鱼,所街89号,"118.760635334,32.0242892938"
多克多DOKDO(万达店),集庆门大街220-57号,"118.74227882,32.0364522368"
丧茶SUNGTEA(万达广场店),万达广场e街区福园街129-5号,"118.743679283,32.0367205776"
卢浮尚品主题咖啡,所街乐基广场B19,"118.747832406,32.0305882686"
奶酪时光休闲主题餐厅(元通店),江东中路341号,"118.731264786,32.0013682088"
苗小坛酸汤鱼捞饭,江东中路98号建邺万达广场万达百货B1层,"118.742551545,32.0388172528"
1点点(河西万达店),集庆门大街214-16号,"118.743445315,32.0358460527"
椰子来了(缤润汇),楠溪江东街83号缤润汇负2层B214-215室,"118.735834825,31.9990082836"
乐见烤鱼·活鱼炭烤(缤润汇店),楠溪江东街83号缤润汇B1层B103室,"118.735834825,31.9990082836"
鱼龙汇龙虾馆(建邺茶南店),茶南商业街露园102号建设银行旁边,"118.754659805,32.0381178458"
新石器烤肉(建邺万达广场店),江东中路98号万达广场3楼,"118.74266583,32.0385846932"
盱眙杨氏龙虾城(奥体店),富春江东街与恒山路交叉口宽窄巷子旁边,"118.737570706,32.0023886463"
西尾抹茶(金鹰世界店),应天大街888号金鹰世界5楼客服中心旁电扶梯口530铺位,"118.746944372,32.0290619339"
Cloudy Cupcake 克劳蒂蛋糕,江东中路万达G座底商133-13,"118.743877175,32.0355700916"
悠仙美地(汉中门店),汉中门大街1号金鹰特惠中心5楼,"118.770146141,32.046527535"
新石器烤肉(游坊城店),友谊街36号游坊城2层F2-07号铺位,"118.726498736,31.9718261026"
食其家(南京仁恒店),楠溪江东街78号商业05幢、06幢部分一层,"118.738784252,31.9987725988"
鱼蛙相恋鱼无双(南湖店),文体西路29号,"123.42452073,41.7668502905"
小杨生煎(建邺万达店),江东中路84号,"118.743259493,32.0404878181"
氿亭日料,兴隆大街169号奥体新城丹枫园门店房,"118.736034788,32.0225627579"
泸溪河(河西金鹰店),应天大街888号金鹰世界负一楼,"118.746944372,32.0290619339"
江南小镇无锡小笼包(河西中央商场店),江东中路237号河西中央商场2楼,"117.236165451,39.0844937396"
盱眙自然村龙虾(奥体店),奥体大街177号融桥环宇广场1楼,"118.730154372,32.009882181"
尊宝比萨(莱蒙水榭春天店),乐山路莱蒙水榭春天04幢113-12商铺,"118.732756606,32.0280086739"
阿胜海鲜大酒楼,建邺西路止马村1号??,"118.777375043,32.040493038"
陆家鸭子,长虹路,"128.246878386,43.3807536019"
乌龙煎奶茶(河西万达店),福园路集庆门大街220-65号,"118.7424751,32.0366706531"
85度C(应天大街店),应天大街欧尚超市1楼,"118.749407683,32.0264442989"
Le Pain 乐畔手工烘焙,恒山路8-6号,"114.70738149,38.6277016425"
麦当劳(虹悦城店),长虹路222号虹悦城1楼,"118.772547855,32.0151614877"
泸溪河桃酥(福园街店),福园街茶南仁园107号,"118.754428626,32.036696097"
疯味小吃,江东中路万达广场D座110-7号,"118.741835294,32.0376626553"
DQ(河西金鹰店),所街6号河西金鹰世界b1F-24-1号铺,"117.236165451,39.0844937396"
东北风(南京建邺万达店),江东中路98号河西万达广场3楼,"117.236165451,39.0844937396"
巴适花椒鱼,玉塘东街茶亭村31号巴适花椒鱼,"118.761728571,32.0376349916"
汉堡王(南京油坊城店),友谊街36号油坊城一层,"118.725992992,31.9722713505"
米芝莲(金鹰世界店),应天大街888号金鹰世界负1层FB06_1店铺,"118.746944372,32.0290619339"
满记甜品(万达店),江东中路98号南京建邺万达广场室内步行街一层119号商铺,"118.743858531,32.0389956613"
杨记面馆(南湖东路店),南湖东路与文体西街交叉口手抓饼报亭,"118.764743767,32.0331204265"
忘不了(应天大街店),应天大街839号,"118.753402178,32.0237214134"
回味鸭血粉丝汤(汉中门大街店),汉中门大街151号,"118.754166836,32.0438809794"
米芝莲(建邺万达店),江东中路98号万达广场C门,"118.74266583,32.0385846932"
民国味道,万达百货负一层,"116.648104611,39.9116248029"
贰佰把老兰州特色小吃,文体村13号,"118.765133778,32.033931545"
精典泰迪的奶茶铺(金鹰世界店),金鹰世界888号B1楼FB06－2,"118.746944372,32.0290619339"
Tick take coffee北纬中心店,创智路1号北纬国际中心A座,"118.743781756,31.9898736985"
高线 HIGHLINE DESSERTS & MORE(缤润汇店),楠溪江东街84号缤润汇2楼,"118.735834825,31.9990082836"
红满天米线,凤凰西街134号,"112.43127355,35.4880111705"
鱼米乡(万达店),江东中路万达百货负一楼,"118.742551545,32.0388172528"
泸溪河,友谊街36号游坊城一楼,"118.726498736,31.9718261026"
老昌號春饼,楠溪江东街83号滨润汇B2层B220-1号,"118.736599091,31.9991231608"
星巴克(南京雨润国际广场店),江东中路237号,"118.738298069,32.0128514045"
张记宅菜(乐山路店),乐山路113号,"121.437232001,31.2010083506"
85度C(油坊桥店),友谊街36号游坊城一层,"118.726498736,31.9718261026"
费尼餐厅,江东中路333号金奥国际购物中心1楼,"118.732363503,32.0047803347"
小闵排档(集庆门大街店),东升村102号,"118.761836503,32.0306190452"
芒可(万达店),万达广场3楼338铺,"125.301581515,43.872771198"
惠华港式茶餐厅,集庆门大街214-4号河西万达广场,"117.236165451,39.0844937396"
塔斯提抓饭(金源广场店),河西中央公园金源美食广场LB104-02号,"117.236165451,39.0844937396"
海鲜面馆(所街总店),所街思园11幢5单元110室,"118.758838049,32.0254423787"
厝内小眷村(缤润汇店),楠溪江东街缤润汇二楼,"118.735834825,31.9990082836"
蟹步虾来,富春江东街79-1号,"118.738802184,32.0011061394"
一点点(庐山路店),庐山路158号嘉业国际2号楼110室,"118.735268983,32.0051248089"
陈家鸭子,文体村,"118.76712823,32.0350875356"
五花香烤肉(河西家乐福店),江东中路341号,"118.731264786,32.0013682088"
豆腐王朝(缤润汇店),楠溪江东街83号缤润汇购物中心负2层,"118.735834825,31.9990082836"
山姆大叔美式休闲餐厅(油坊桥店),友谊街36号游坊城2楼,"118.726498736,31.9718261026"
莫澄儿美蛙鱼头,莫愁湖东路22-5号,"118.773350685,32.0407899465"
牛得多,福园路,"112.092740865,24.5763431939"
苏典面馆(金源广场店),江东中路339-6号附近,"118.729517492,32.0019550865"
墨客咖啡(奥体店),庐山路158号嘉业国际城5号楼1-17室,"118.735176457,32.0062768742"
乐堂口手工拉茶·港式小吃(乐基店),乐基广场一楼108-2号,"118.747832406,32.0305882686"
麻辣盛艳(缤润汇店),楠溪江东街83号缤润汇购物中心B2层206室,"118.735834825,31.9990082836"
轻诗品绿,楠溪江东街83号缤润汇负一层B123-01,"118.735834825,31.9990082836"
汉堡王(南京泰山路店),河西大街66号河西一号街区,"117.236165451,39.0844937396"
第八仙烤鸭舌,云锦路83-4号,"118.750016232,32.0348927424"
川鱼坊时尚活鱼馆(元通店),江东中路341号河西中央公园内金源美食广场,"118.730964174,32.0016486714"
月为灯精品烤鸭舌,乐山路111-26号,"118.732379961,32.02899853"
汉牛仕(金鹰世界店),应天大街888号金鹰世界负一楼,"118.746944372,32.0290619339"
台湾饭团,福园街133-6号,"118.743797327,32.0355479666"
秦滋汉味(万达百货店),江东中路98号万达百货B1楼,"118.742551545,32.0388172528"
彤德莱火锅(汉中门大街店),汉中门大街95号,"118.76116695,32.0433422284"
西伺烧烤(文体路店),文体路南苑趣园4栋-1沿街门面,"118.764189001,32.0267349914"
味千拉面(南京虹悦城店),应天大街619号虹悦城负一楼,"118.772547855,32.0151614877"
