shop_name,shop_address,location
李疯子烤牛蛙(常发店),红山路88号常发广场五楼,"118.816199604,32.0914744838"
牛哥的凉皮铺(森林摩尔商业街区店),中山门大街301号森林摩尔商业街区B1层,"118.873027782,32.043964499"
鸡鸣汤包(后宰门店),后宰门街25号,"117.033251505,36.6765796846"
研吾轻食沙拉,杨将军巷9号曼度广场东门二楼耘集B007号,"118.800690956,32.0516780332"
1点点(未來城广场店),长江后街5号,"118.803296671,32.0530339617"
太和紫金大酒店,太平北路37号,"118.801692307,32.0518870673"
正豪大大鸡排(金鹰珠江路店),珠江路1号金鹰珠江路购物中心B2F,"116.737159066,23.3819388613"
阿英煲(墨香路店),月苑南路墨香路27号,"118.839007228,32.1053015233"
郭家大院红烧大鱼头(南林店),锁金东路与锁金北路交叉口附近,"118.824351785,32.0806462737"
甜木屋(小卫街店),小卫街16号,"118.859742686,32.0419691085"
土灶世家,汉中路278号,"118.775524044,32.0490555044"
芝根芝底(珠江路店),珠江路260号1楼门面4房,"126.709170503,45.741381953"
荣记潮汕牛肉火锅(月苑南路店),北苑东路33号，月苑恒大翡翠华庭门面房1-2楼,"118.829887907,32.1055739909"
大刘龙虾,小卫街16号都市山庄院内,"118.859742686,32.0419691085"
元祖食品(小卫街店),小卫街229号02幢1-2号,"118.856740353,32.0424288696"
朴家冷面,南京玄武区红庙安将军巷2号,"118.79753785,32.0533337644"
N多寿司(丹凤街店),丹凤街73号,"118.79338466,32.061684115"
余杨鸭鸭餐厅,珠江路573-5号,"118.807741656,32.0540476016"
景·也scenery,徐庄软件园湖景路9号苏宁青创园B栋二层,"118.897672169,32.096158086"
兄弟龙虾,后宰门街25号,"117.033251505,36.6765796846"
悦江南,珠江路新世界百货5楼,"118.794628741,32.055707976"
牛哥的凉皮铺(珠江路金鹰店),珠江路1号,"121.610685509,38.9171248298"
COSTA COFFEE(荔枝广场店),北京东路4号广电2期2F,"118.792135316,32.0644551883"
老娘舅(南京珠江店),珠江路1号金鹰国际购物中心南馆B1层,"118.791589594,32.0568317038"
翠香阁粤菜馆,中山路200号中山大厦3楼,"117.210514003,39.1692738285"
心源茶楼  金陵老字号,高楼门51号,"118.792735121,32.0687477711"
渔味跳,北门桥路10号,"118.794311013,32.0549292802"
稚爱手作饭团,湖南路1号凤凰广场,"118.789509098,32.0748823912"
苗苗酸菜鱼(新世界百货店),珠江路88号,"126.702855933,45.7421107138"
泸溪河,中央路280号,"118.790823452,32.0902618682"
N多寿司(常发广场店),红山路88号常发广场4楼,"118.816199604,32.0914744838"
郑家牛肉面,百子亭6号,"118.792951874,32.0714293354"
袁亮宏饺子云吞连锁店(进香河店),进香河路8号门面房,"118.796716936,32.0578042659"
一点点(锁金南路店),锁金村10号,"118.81976553,32.0773684369"
一点点(仙鹤新天地店),仙鹤门二号路仙鹤新天地,"118.910233106,32.0915458278"
港式煲仔饭,红山路88号常发广场3幢88一127,"118.816888205,32.0916530176"
麦当劳(南京迈皋桥地铁站店),迈皋桥地铁站出入口,"118.816202716,32.1093194527"
一点点(常发广场店),红山路18号,"119.569360845,31.7699019775"
螺鼎记螺蛳粉,中山门大街99号,"118.856320142,32.0432232396"
七家湾牛肉锅贴(德基店),长江花园11号-13号,"118.792849953,32.0531278075"
琛哥茶餐室(常发广场店),红山路88号常发广场1号楼1楼,"118.816555671,32.0917779256"
品味豆花(南林大店),锁金北路二娃酸菜鱼斜对面,"118.823528509,32.0806684027"
回味鸭血粉丝汤(花园路店),花园路华润苏果楼下,"116.336393099,31.4088043487"
柒本味(便当套餐),珠江路未来城A1488号,"118.806698271,32.0537166435"
小象米线,北门桥3号,"118.793304908,32.055638125"
面包家族(银城东苑店),东苑路22号,"118.851022865,32.031431455"
永和大王(广州路店),鼓楼区广州路5-11号,"118.788413232,32.0561314574"
盛世澳牱牛排自助餐厅,红山路88号常发广场4楼北区,"118.816199604,32.0914744838"
麦当劳(南京珍珠桥店),珠江路435号,"118.802963967,32.0551129176"
